price,km,hp,doors,quarterly_tax,mfr_guarantee,guarantee_period,airco,automatic_airco,cd_player,central_lock,mistlamps,sport_model,age_08_04_calculada
14750.0,108847.0,90,5,210.0,0,3,1,0,0,1,1,0,38
9950.0,105699.0,97,3,69.0,0,3,0,0,0,0,0,0,41
11950.0,98823.0,110,5,197.0,1,3,1,0,1,1,0,0,38
11495.0,96829.0,110,5,85.0,1,3,1,0,1,0,0,0,43
11250.0,96518.0,97,3,69.0,0,12,1,0,0,0,0,0,39
10500.0,92204.0,110,5,85.0,1,3,1,0,0,1,0,0,41
10450.0,91456.0,69,3,185.0,0,3,1,0,0,1,1,0,34
12950.0,89968.0,69,5,185.0,0,3,0,0,0,1,0,0,42
11500.0,89757.0,110,3,69.0,1,3,1,0,1,1,1,1,43
12500.0,85389.0,110,5,85.0,0,3,1,0,0,1,0,0,39
10950.0,85017.0,97,5,85.0,1,3,0,0,1,0,0,0,42
11450.0,84312.0,110,5,85.0,0,3,1,0,0,1,1,0,40
11950.0,82743.0,110,5,197.0,1,3,1,0,1,1,1,0,36
13250.0,81106.0,69,5,185.0,0,3,1,0,0,1,0,0,40
14750.0,80425.0,90,5,210.0,0,3,1,0,1,1,1,0,39
11790.0,78677.0,110,5,85.0,0,3,1,0,1,1,0,0,33
11450.0,78425.0,110,5,85.0,0,3,0,0,1,0,0,0,39
13500.0,78108.0,90,3,210.0,1,3,1,0,0,1,1,0,32
10950.0,77321.0,110,5,85.0,0,3,1,0,0,1,0,0,32
13500.0,75699.0,69,3,185.0,1,3,1,0,0,1,0,0,32
10950.0,75697.0,97,3,69.0,1,3,0,0,0,0,0,0,40
10950.0,74846.0,97,3,69.0,1,3,0,0,0,1,0,0,43
12950.0,74319.0,110,5,85.0,1,3,1,0,1,1,0,0,37
11950.0,74285.0,110,5,85.0,0,6,0,0,0,0,0,0,42
12450.0,74172.0,110,5,163.0,1,3,1,0,1,1,0,0,43
11950.0,73042.0,110,5,85.0,1,3,1,0,1,1,0,0,39
14950.0,71793.0,110,4,197.0,1,3,1,0,1,1,0,0,43
12450.0,71200.0,110,5,85.0,0,3,1,0,1,0,0,0,34
12950.0,67805.0,110,5,85.0,1,3,1,0,1,0,0,0,37
11950.0,65988.0,110,3,69.0,1,3,0,0,0,0,0,0,34
11690.0,65345.0,97,5,85.0,1,3,1,0,1,1,0,0,33
12450.0,64564.0,110,5,85.0,1,3,1,0,1,1,1,0,41
12750.0,63459.0,97,5,85.0,1,3,1,0,1,1,0,0,35
11925.0,63451.0,97,3,69.0,1,3,0,0,0,0,0,0,43
12950.0,62000.0,110,5,19.0,1,12,1,0,0,1,0,0,32
11950.0,61300.0,97,3,69.0,1,3,1,0,1,1,1,0,41
12900.0,61200.0,110,3,69.0,1,3,1,0,1,1,1,0,40
11900.0,61000.0,110,5,85.0,0,3,0,0,0,0,0,0,40
11650.0,60829.0,110,5,85.0,1,3,0,0,0,0,0,0,37
10950.0,60500.0,110,5,85.0,1,12,0,0,0,0,0,0,43
13950.0,59500.0,69,3,64.0,1,12,1,0,0,1,0,0,34
13950.0,59000.0,110,5,85.0,0,3,1,0,0,1,1,0,43
11950.0,58954.0,110,5,85.0,0,12,1,0,0,1,0,0,39
10950.0,58798.0,110,5,85.0,1,3,0,0,0,0,0,0,37
12450.0,58363.0,110,3,85.0,0,3,1,0,1,1,1,1,37
11950.0,58277.0,110,3,69.0,0,3,1,0,0,1,1,0,42
13500.0,57711.0,90,3,210.0,1,3,1,0,0,0,0,0,32
11690.0,57269.0,110,5,85.0,1,3,1,0,0,1,0,0,32
13500.0,56001.0,110,5,85.0,1,3,1,0,0,1,0,0,38
11950.0,55968.0,110,3,69.0,1,3,1,0,0,0,0,1,41
12900.0,55678.0,110,4,69.0,1,3,1,0,1,1,0,0,38
13500.0,55539.0,110,5,85.0,1,3,1,0,0,0,0,1,42
11750.0,55400.0,110,5,85.0,1,3,0,0,1,0,0,0,41
11750.0,55350.0,110,5,85.0,1,3,1,0,1,1,0,0,32
10850.0,54600.0,110,4,69.0,1,3,1,0,0,0,0,0,42
11750.0,53773.0,110,5,85.0,1,3,0,0,0,0,0,0,42
14950.0,53719.0,110,5,85.0,1,3,0,0,0,1,0,0,41
9940.0,53644.0,110,5,19.0,0,3,0,0,0,0,0,0,38
12900.0,53350.0,110,5,85.0,1,12,0,0,0,0,0,0,41
13500.0,53000.0,110,5,85.0,0,6,1,0,0,1,0,0,37
11750.0,52084.0,97,3,69.0,1,3,1,0,0,0,0,0,43
11950.0,52000.0,97,3,69.0,0,3,0,0,0,0,0,0,43
13450.0,51945.0,110,5,85.0,0,3,1,0,1,1,0,0,32
11950.0,51732.0,97,3,69.0,0,3,0,0,1,0,0,0,40
12495.0,50873.0,110,5,85.0,1,3,0,0,1,0,0,0,38
13500.0,50856.0,110,4,69.0,0,12,1,0,0,1,0,0,40
12750.0,50640.0,110,5,85.0,0,3,0,0,1,0,0,0,39
12000.0,50000.0,97,5,85.0,0,3,1,0,0,1,0,0,38
11950.0,49500.0,110,5,85.0,1,3,1,0,0,1,0,0,37
12495.0,49332.0,110,5,85.0,1,3,1,0,1,1,1,0,43
12450.0,49291.0,110,3,69.0,1,3,1,0,0,0,0,0,33
14750.0,48952.0,90,5,210.0,0,3,1,0,1,1,1,0,39
10950.0,48945.0,110,3,69.0,0,3,1,0,1,0,0,0,38
13500.0,48928.0,69,3,185.0,1,3,1,0,0,0,0,0,32
12950.0,48197.0,110,5,85.0,1,3,0,0,0,0,0,0,37
13500.0,48052.0,69,3,185.0,1,3,1,0,0,0,0,0,34
13450.0,48011.0,110,4,69.0,1,3,1,0,0,0,0,0,33
13500.0,48000.0,110,5,85.0,0,6,0,0,0,0,0,0,42
11480.0,47350.0,110,5,85.0,1,3,0,0,0,0,0,0,40
13450.0,46821.0,97,5,85.0,1,3,1,0,1,1,0,0,38
11495.0,46694.0,110,3,69.0,1,3,0,0,1,0,0,0,38
12750.0,46515.0,97,5,69.0,0,12,1,0,0,0,0,0,42
14990.0,46327.0,110,3,85.0,1,3,1,0,1,1,1,0,37
12950.0,46304.0,97,5,85.0,1,3,1,0,0,1,0,0,34
12950.0,45886.0,110,5,85.0,1,3,1,0,0,1,1,0,39
12850.0,45713.0,97,5,19.0,0,6,1,0,1,1,0,0,38
13950.0,45600.0,110,5,85.0,0,3,1,0,0,1,0,0,39
11950.0,45287.0,110,5,85.0,0,3,0,0,1,0,0,0,40
12950.0,45081.0,110,5,85.0,1,3,1,0,1,1,1,0,38
11700.0,44830.0,110,5,85.0,0,3,1,0,1,0,0,0,39
9950.0,44757.0,97,3,69.0,0,3,1,0,0,0,0,0,36
11895.0,44218.0,97,5,85.0,1,3,0,0,1,0,0,0,43
12950.0,43632.0,110,5,85.0,0,3,0,0,0,1,0,0,42
12500.0,43427.0,110,3,69.0,1,3,0,0,1,1,0,0,35
13875.0,43254.0,110,5,85.0,1,3,1,0,1,1,0,0,38
10500.0,43000.0,110,3,69.0,0,3,0,0,1,1,0,1,34
12295.0,42823.0,110,5,85.0,1,3,1,0,0,1,0,0,32
13950.0,42560.0,110,5,85.0,1,3,1,0,1,1,1,0,41
10950.0,41754.0,110,3,69.0,0,3,0,0,0,0,0,0,37
12950.0,41499.0,110,5,197.0,1,3,0,0,0,0,0,0,43
12850.0,41339.0,110,5,85.0,1,3,1,0,1,1,1,0,39
13995.0,41000.0,110,5,85.0,1,3,1,0,1,1,0,0,34
13750.0,40000.0,110,3,85.0,0,3,1,0,0,1,1,0,38
12750.0,39757.0,110,5,85.0,1,3,1,0,1,1,0,0,36
12500.0,39659.0,110,3,69.0,1,3,1,0,0,1,1,0,40
13950.0,39650.0,110,3,85.0,0,3,0,0,0,1,1,0,42
11500.0,39524.0,97,3,69.0,1,3,1,0,1,1,0,0,38
13950.0,39516.0,97,5,85.0,1,3,0,0,1,1,0,0,43
11895.0,39439.0,97,5,85.0,1,3,0,0,0,0,0,0,40
9950.0,39000.0,97,3,69.0,0,3,0,0,0,1,0,0,43
13500.0,38932.0,110,3,69.0,0,12,0,0,0,1,0,0,41
11450.0,38812.0,97,3,69.0,1,3,1,0,1,1,0,1,36
12450.0,38665.0,110,5,85.0,1,3,1,0,0,1,0,0,41
12950.0,38653.0,110,5,85.0,1,3,1,0,1,1,1,0,39
13995.0,38461.0,110,5,85.0,1,3,1,0,1,1,1,0,43
11750.0,38078.0,97,3,69.0,0,3,0,0,0,0,0,0,41
11650.0,37782.0,97,5,85.0,0,3,1,0,0,1,0,0,38
9950.0,37576.0,97,3,69.0,0,3,1,0,0,1,1,0,42
13950.0,37533.0,110,5,85.0,0,3,1,0,0,1,0,0,40
12950.0,37389.0,110,5,85.0,1,3,1,0,1,1,1,0,43
10950.0,37320.0,97,3,69.0,0,3,1,0,1,0,0,0,37
9900.0,37000.0,97,3,69.0,1,3,0,0,0,0,0,0,41
11950.0,37000.0,110,4,19.0,0,3,0,0,0,0,0,0,43
11990.0,36566.0,110,5,85.0,1,3,1,0,1,1,1,1,39
10750.0,36269.0,110,5,85.0,0,3,1,0,1,1,0,0,35
13950.0,36074.0,110,5,19.0,0,12,1,0,0,1,0,0,36
11250.0,36066.0,110,3,69.0,1,3,0,0,0,0,0,0,43
12950.0,34599.0,110,5,85.0,0,3,1,0,0,1,0,0,38
11950.0,34000.0,110,5,85.0,0,3,1,0,1,1,0,0,40
10950.0,33623.0,97,3,69.0,0,3,0,0,1,0,0,0,41
12950.0,33591.0,110,5,85.0,0,3,1,0,0,1,0,0,32
12950.0,33258.0,110,5,85.0,1,3,1,0,1,1,0,0,34
11695.0,33113.0,110,5,85.0,1,3,0,0,1,0,0,0,42
11000.0,33000.0,110,5,19.0,0,3,1,0,0,1,0,0,40
13950.0,32941.0,110,5,85.0,1,3,1,0,1,1,1,0,34
11950.0,32781.0,110,5,85.0,1,3,1,0,1,0,0,0,37
11750.0,32532.0,110,3,69.0,1,3,0,0,1,0,0,0,39
12400.0,32431.0,97,5,85.0,1,3,1,0,1,1,0,0,33
12500.0,32000.0,110,3,69.0,0,3,0,0,0,0,0,0,34
12900.0,31000.0,110,5,19.0,0,6,1,0,0,1,0,0,32
12200.0,30989.0,110,3,69.0,0,3,1,0,1,1,1,0,40
12750.0,30742.0,110,3,69.0,1,3,1,0,1,1,0,0,42
11950.0,30190.0,110,5,85.0,1,3,0,0,0,0,0,0,41
11900.0,29716.0,116,5,85.0,0,3,0,0,1,0,0,0,40
11950.0,29716.0,110,3,85.0,1,3,1,0,0,0,0,0,43
14950.0,29640.0,110,3,85.0,1,3,1,0,1,1,1,1,41
11950.0,29056.0,97,5,85.0,1,3,1,0,1,1,0,0,40
12950.0,28715.0,110,5,85.0,1,3,1,0,0,1,0,0,32
14950.0,28571.0,110,5,85.0,1,3,1,0,1,1,1,0,40
13450.0,28362.0,110,3,69.0,0,3,1,0,1,1,0,0,39
13750.0,28150.0,110,5,85.0,0,3,1,0,0,1,0,0,37
12950.0,27301.0,110,3,69.0,1,3,0,0,1,0,0,0,42
12750.0,27240.0,110,5,85.0,0,12,1,0,0,1,0,0,32
11895.0,27170.0,97,5,85.0,1,3,0,0,0,0,0,0,38
9950.0,27141.0,97,5,85.0,1,3,0,0,0,0,0,0,41
12450.0,26262.0,110,5,85.0,0,3,1,0,1,1,0,0,37
12500.0,26000.0,97,5,85.0,1,3,1,0,0,1,0,0,37
14950.0,25228.0,110,3,69.0,1,3,1,0,0,1,1,0,42
13750.0,25062.0,110,5,85.0,1,3,1,0,0,1,1,0,38
12695.0,24723.0,110,4,85.0,1,3,0,0,1,0,0,0,38
14990.0,24650.0,110,3,85.0,1,3,1,0,1,1,1,1,32
12750.0,24553.0,110,5,85.0,1,3,1,0,0,1,1,0,42
14350.0,24475.0,110,5,69.0,0,12,1,0,0,1,0,0,40
12950.0,24444.0,110,3,69.0,1,3,0,0,0,0,0,0,38
11500.0,24011.0,97,3,69.0,1,3,0,0,0,0,0,0,34
11950.0,24000.0,97,3,69.0,0,3,0,0,1,0,0,0,40
13450.0,23616.0,110,5,85.0,0,3,1,0,0,1,0,0,39
12900.0,22865.0,110,5,85.0,1,3,1,0,1,1,0,0,37
10500.0,22780.0,86,5,69.0,1,3,0,0,0,1,1,1,40
10950.0,21904.0,97,3,69.0,0,3,0,0,0,0,0,0,34
11950.0,21651.0,97,3,69.0,1,3,0,0,0,0,0,0,40
11450.0,21500.0,110,5,69.0,1,12,0,0,0,1,0,0,36
13250.0,21027.0,110,5,85.0,1,3,1,0,1,1,1,0,43
10250.0,18500.0,110,4,69.0,0,3,1,0,0,0,0,0,38
13995.0,18000.0,110,5,85.0,1,3,1,0,0,1,0,0,34
11950.0,17051.0,97,5,85.0,1,3,0,0,0,0,0,0,39
13250.0,16512.0,97,5,19.0,0,3,1,0,1,1,0,0,32
12950.0,16325.0,110,5,85.0,0,3,1,0,1,1,1,0,39
11750.0,16000.0,97,5,85.0,0,3,1,0,1,1,0,0,37
11500.0,12000.0,110,5,85.0,0,12,0,0,0,0,0,0,38
13500.0,10000.0,97,5,85.0,0,6,0,0,0,0,0,0,42
10250.0,143513.0,69,5,185.0,0,3,0,0,0,0,0,0,52
9250.0,142130.0,110,5,197.0,0,3,1,0,1,0,0,0,47
7750.0,140700.0,69,5,64.0,0,3,1,0,1,1,0,0,47
9450.0,138394.0,69,4,185.0,0,3,1,0,1,0,0,0,53
7750.0,137000.0,72,5,185.0,0,3,1,0,0,1,0,1,54
8250.0,135258.0,69,5,185.0,0,3,0,0,1,0,0,0,51
9950.0,131364.0,110,5,85.0,0,3,0,0,0,1,0,0,48
4450.0,129155.0,69,5,64.0,0,3,0,0,0,1,0,0,55
9950.0,126110.0,110,3,85.0,0,3,0,0,0,1,1,0,49
9000.0,119742.0,110,5,85.0,0,3,1,0,1,1,1,0,47
9950.0,117913.0,69,5,64.0,0,3,1,0,1,1,1,0,52
12450.0,117430.0,90,3,210.0,0,3,0,0,1,0,0,0,46
10500.0,117175.0,110,4,69.0,1,3,1,0,0,1,1,0,54
10750.0,115558.0,110,4,69.0,1,3,1,0,0,1,1,0,53
8950.0,115113.0,97,3,69.0,1,3,0,0,1,0,0,0,52
10500.0,115046.0,69,5,185.0,0,3,1,0,1,1,0,0,53
5150.0,113997.0,72,5,64.0,0,3,0,0,0,1,0,0,55
10950.0,107859.0,97,5,85.0,1,3,0,0,0,0,0,0,48
9450.0,104805.0,97,3,69.0,1,3,1,0,1,0,0,0,51
9950.0,103454.0,110,5,85.0,1,3,1,0,0,1,1,0,53
10950.0,103018.0,69,5,185.0,0,3,0,0,0,0,0,0,50
11900.0,102352.0,110,5,85.0,1,3,1,0,0,1,1,0,46
9950.0,102030.0,97,5,85.0,1,3,1,0,0,1,0,0,49
11950.0,101352.0,110,5,85.0,1,3,1,0,0,1,1,0,53
7900.0,99865.0,110,4,69.0,0,3,0,0,0,0,0,0,49
10950.0,99323.0,110,3,85.0,1,3,1,0,1,1,1,0,51
8950.0,98100.0,69,5,185.0,0,3,1,0,0,0,0,0,47
11950.0,98040.0,110,5,85.0,1,3,0,0,0,0,0,0,50
10900.0,97600.0,110,3,69.0,0,6,1,0,0,1,0,0,48
9950.0,97234.0,110,5,85.0,0,3,1,0,0,1,1,0,54
9950.0,96135.0,72,3,185.0,0,3,0,0,0,0,0,1,50
10950.0,96100.0,110,5,85.0,1,3,1,0,0,1,1,0,53
8950.0,94401.0,72,3,185.0,0,3,0,0,0,0,0,1,54
8950.0,94122.0,86,3,69.0,0,3,0,0,0,1,0,1,54
10500.0,91340.0,110,3,85.0,1,3,1,0,0,1,1,0,48
8950.0,90200.0,97,3,69.0,0,3,0,0,1,0,0,0,52
9250.0,90097.0,69,5,185.0,1,3,0,0,0,0,0,0,52
11500.0,89049.0,97,5,85.0,0,12,1,0,0,0,0,0,47
9750.0,89000.0,110,5,85.0,0,3,0,0,0,0,0,0,51
9950.0,87274.0,110,3,69.0,1,3,0,0,0,1,0,0,44
11450.0,86221.0,110,3,69.0,1,3,1,0,0,1,1,0,48
12500.0,84598.0,110,5,19.0,0,6,1,0,0,1,0,0,53
10500.0,83567.0,110,5,85.0,0,3,0,0,1,0,0,0,49
12950.0,83106.0,110,5,85.0,1,3,1,0,1,0,0,0,49
12200.0,82805.0,110,3,69.0,1,3,1,0,1,0,0,0,49
10950.0,82735.0,97,3,69.0,1,3,1,0,1,1,1,0,49
10950.0,81905.0,110,5,19.0,0,6,1,0,1,1,1,0,53
11290.0,80320.0,110,3,85.0,1,3,0,0,0,0,0,0,48
10750.0,80090.0,97,3,69.0,0,6,1,0,0,1,0,0,48
10895.0,79800.0,110,5,85.0,1,3,0,0,0,0,0,0,52
11500.0,78785.0,110,5,197.0,1,3,0,0,0,0,0,0,46
9750.0,78600.0,110,5,85.0,0,3,0,0,0,1,0,0,47
10250.0,77780.0,110,3,69.0,0,3,0,0,0,0,0,0,54
12500.0,77648.0,110,4,69.0,1,3,0,0,1,1,0,0,48
11950.0,77270.0,110,4,69.0,1,3,1,0,1,1,0,0,53
10750.0,76167.0,97,5,85.0,1,3,1,0,0,0,0,0,49
11450.0,75249.0,110,4,69.0,1,3,1,0,1,0,0,0,45
11950.0,75231.0,110,5,85.0,1,3,1,0,0,1,1,0,53
11750.0,75045.0,110,3,85.0,0,6,1,0,0,1,0,0,47
10950.0,74849.0,110,4,85.0,1,3,0,0,0,0,0,0,49
11950.0,74715.0,110,5,85.0,1,3,1,0,1,1,1,0,54
10995.0,74656.0,69,3,185.0,1,3,0,0,0,0,0,0,48
11450.0,74500.0,97,3,69.0,0,3,0,0,0,0,0,0,55
8900.0,74494.0,110,5,85.0,1,3,0,0,1,0,0,0,48
10500.0,73634.0,110,5,85.0,0,6,0,0,0,1,1,0,49
11750.0,73403.0,110,5,85.0,1,3,0,0,0,1,0,0,46
11450.0,73175.0,97,3,69.0,1,3,1,0,1,1,1,0,48
12000.0,73000.0,110,3,85.0,0,3,1,0,0,1,1,0,51
11950.0,72242.0,110,3,85.0,1,3,0,0,0,1,0,0,49
9850.0,72000.0,97,3,69.0,0,3,1,0,0,1,0,0,52
10950.0,71725.0,110,4,69.0,0,3,1,0,1,0,0,0,53
10950.0,71276.0,110,5,85.0,0,3,1,0,0,1,1,0,53
8695.0,70440.0,69,3,185.0,0,6,0,0,0,1,0,0,49
10990.0,70239.0,110,3,69.0,0,3,1,0,0,0,0,0,52
9500.0,69813.0,97,3,69.0,0,3,0,0,0,0,0,0,54
11950.0,69659.0,86,3,69.0,0,3,1,0,0,1,1,1,48
10750.0,69574.0,97,5,85.0,1,3,1,0,0,1,1,0,45
8750.0,69000.0,69,5,185.0,0,3,1,0,0,0,0,0,46
8750.0,68565.0,110,4,69.0,0,3,0,0,1,0,0,0,48
11450.0,68520.0,72,3,185.0,1,3,0,0,1,0,0,0,54
9950.0,68414.0,97,3,69.0,1,3,0,0,1,1,0,0,45
11950.0,66777.0,110,5,85.0,1,3,1,0,0,1,1,0,55
13950.0,66527.0,110,5,85.0,1,3,1,0,1,1,1,0,51
11250.0,66063.0,110,5,85.0,0,3,1,0,0,1,1,0,53
10900.0,65471.0,97,5,85.0,0,3,1,0,1,0,0,0,49
9750.0,65400.0,97,3,69.0,1,3,0,0,1,0,0,0,55
9950.0,65170.0,97,3,69.0,1,3,1,0,0,0,0,0,51
11950.0,65000.0,110,5,19.0,0,6,1,0,0,0,0,0,55
10450.0,64193.0,110,3,69.0,0,3,0,0,0,0,0,0,47
8950.0,64000.0,97,3,69.0,0,3,0,0,0,0,0,0,53
10250.0,63792.0,110,5,85.0,0,3,1,0,0,1,0,0,53
9930.0,63635.0,110,4,69.0,0,3,1,0,1,0,1,0,52
10500.0,63135.0,110,3,69.0,1,3,1,0,0,1,0,0,53
11950.0,63123.0,110,4,69.0,1,3,1,0,1,1,0,0,53
11500.0,63000.0,69,5,185.0,0,6,1,0,0,1,0,0,47
11500.0,63000.0,110,4,69.0,0,3,1,0,0,1,0,0,54
11450.0,62987.0,110,5,85.0,0,3,1,0,0,1,1,0,53
9900.0,62751.0,110,3,69.0,0,3,1,0,0,0,0,1,55
9500.0,62519.0,97,3,69.0,0,3,0,0,1,0,0,0,53
10500.0,62280.0,97,5,85.0,0,3,1,0,0,0,0,0,49
10750.0,61672.0,110,5,85.0,0,12,0,0,0,0,0,0,49
8950.0,61000.0,69,5,185.0,0,6,0,0,0,0,0,0,53
12000.0,61000.0,110,3,69.0,1,3,0,0,0,1,0,0,55
9940.0,60558.0,110,4,19.0,0,12,1,0,1,1,1,0,52
10950.0,60348.0,110,4,69.0,1,3,0,0,0,1,0,0,46
10750.0,60239.0,110,5,85.0,0,3,0,0,0,0,0,0,53
9799.0,59000.0,97,3,69.0,0,6,1,0,0,1,0,0,50
11750.0,58761.0,97,5,85.0,0,12,0,0,0,1,0,0,50
11950.0,58745.0,110,4,69.0,1,3,1,0,1,1,1,0,53
11250.0,58596.0,110,3,69.0,0,3,1,0,0,1,1,0,51
11750.0,58530.0,110,5,85.0,0,3,1,0,0,1,1,0,53
10950.0,58377.0,110,3,69.0,1,3,1,0,0,1,1,1,54
11250.0,58142.0,110,5,85.0,1,3,1,0,0,1,1,0,55
9950.0,57948.0,97,3,69.0,0,3,0,0,1,0,0,0,52
9700.0,57645.0,110,5,85.0,0,3,1,0,0,1,1,0,50
11950.0,57500.0,110,4,19.0,0,3,1,1,0,1,0,0,46
9900.0,57475.0,110,3,69.0,0,3,1,0,0,0,0,0,52
9990.0,56743.0,110,3,69.0,0,3,1,0,0,1,1,0,54
9475.0,56675.0,97,3,69.0,0,3,0,0,1,1,0,0,47
11500.0,55877.0,110,5,85.0,1,3,0,0,0,0,0,0,53
11950.0,55500.0,110,4,69.0,1,12,1,0,0,1,1,0,52
11500.0,54900.0,97,5,85.0,1,3,0,0,0,0,0,0,54
10500.0,54465.0,110,5,85.0,0,3,0,0,0,0,0,0,49
10900.0,53700.0,97,5,85.0,1,3,0,0,1,1,0,0,45
11700.0,53561.0,97,5,85.0,1,3,0,0,1,1,0,0,51
